<div>根気</div>,こんき,[0],[名]毅カ，耐性,<div>△根気がないと成功できない。/没有耐心就不会成功。</div>,<div>根性（こんじょう）①[名](多用于贬义）本性，乘性;毅カ</div>,"",[sound:根気.mp3]
<div>concrete</div>,コンクリー卜,④,[名]水泥,△鉄筋コンクリート/钢筋混凝土,"","",[sound:コンクリート.mp3]
<div>混合</div>,こんごう,[0],<div>[名•自他動3]混合，混在一起</div>,△水と油は混合しない。/水和油不相溶。,"","",[sound:混合.mp3]
<div>混雑</div>,こんざつ,①,<div>[名•自動3]混杂，混在一起</div>,<div>△大通りは車で混雑している。/大马路上车辆拥挤不堪。</div>,"","",[sound:baidu-9da45a57-9c7ea9ed-bf756b90-5b12f94f-ea06eb06.mp3]
<div><div>献立</div></div>,こんだて,[0]④,[名]菜单，餐谱,<div>△子どもの栄養食の献立を考える。/考虑</div><div>孩子的营养餐谱。</div>,メニュー（menu)①[名]菜单，菜谱,"",[sound:献立.mp3]
<div>昆虫</div>,こんちゅう,[0],[名]昆虫,<div>△昆虫を観察する。/观察昆虫。</div>,"","",[sound:昆虫.mp3]
<div>container</div>,コンテナ,①[0],[名]集装箱,△コンテナ輸送/集装箱运输,"","",[sound:コンテナ.mp3]
<div>混同</div>,こんどう,[0],&nbsp;[名•自他動3]混淆，混同,△公私を混同する。/公私混淆，公私不分。,"","",[sound:混同.mp3]
<div>婚約</div>,こんやく,[0],[名•自動3]婚约，订婚,△婚約を解消する。/解除婚约。,婚約者（こんやくしゃ）③④[名]未婚夫，未婚妻,"",[sound:婚約.mp3]
<div>circle</div>,サークル,①,[名]圆，圆圈；集会，同好会,△文学サークル/文学同好会,"","",[sound:サークル.mp3]
<div>ざあざあ</div>,ざあざあ,①,[副]大雨倾盆状;水流声哗哗地,<div>△一晩中雨がざあざあ降る。/整晚大雨倾盆。</div>,"","",[sound:baidu-c520ebf9-ae0ef797-66e05ac3-e109f4fe-6a53b857.mp3]
<div>際</div>,さい,①,[名]时机，时候;边缘;限度，极限,△非常の際/非常时刻，紧急时刻,"","",[sound:baidu-4a486f32-1ba89b50-95f2e999-df670377-b26a125e.mp3]
<div>〜祭</div>,〜さい,"",[接尾]……节日,△文化祭/文化节
<div>再会</div>,さいかい,[0]&nbsp;,[名•自動3]重逢，再会,<div>△幼なじみと20年ぶりに再会する。/与儿时玩伴久隔二十年再会。</div>,"<div>再開（さいかい）[0][名•自他動3]重开,</div><div>重新开始</div>","",[sound:再会.mp3]
<div>在学</div>,ざいがく,[0],[名•自動3]在学，在校,△在学証明書/学藉证明,<div>在校（ざいこう）[0][名•自動3]在校，拥有学籍，正在上学</div>,"",[sound:在学.mp3]
<div><div>細工</div></div>,さいく,③[0],<div>[名•自動3]手工艺品；玩弄技巧;做好准备</div>,<div>△細工を施す。/巧施细工。</div><div>△事前に細工する。/事先安排好。</div>,不細工(ぶさいく）②[名•ナ形]不精巧的；难看的,"",[sound:細工.mp3]
<div>在庫</div>,ざいこ,[0],[名•自動3]库存,△在庫を確認する。/确认库存量。,ストック（stock)②[名•他動3]库存;储存,"",[sound:在庫.mp3]
<div>再三</div>,さいさん,[0],[副•名]再三，屡次三番,△再三注意する。/再三提醒。,"","",[sound:再三.mp3]
<div>在籍</div>,ざいせき,[0],[名•自動3]在编，在册,"","<div>在席（ざいせき）[0][名•自動3]在位,在</div><div>座位上</div>","",[sound:在籍.mp3]
<div>催促</div>,さいそく,①,[名•他動3]催促，迫使,△原稿を催促する。/催稿子。,<div>促す（うながす）③[他動1]催促；促使；推动，促进</div>,"",[sound:催促.mp3]
<div>採択</div>,さいたく,[0],[名•他動3]采纳，通过,△制裁措置を採択する。/采取制裁措施。&nbsp;,"","",[sound:採択.mp3]
<div>最中</div>,さいちゅう,①,"<div>[名]正在……进行中,最盛时期</div>",△交渉している最中/谈判进行当中,"","",[sound:最中.mp3]
<div>裁判</div>,さいばん,①,<div>[名•他動3]审理，审判</div>,△裁判を受ける。/接受审判。,裁判所（さいばんしょ）[0]⑤[名]法院,"",[sound:裁判.mp3]
<div>裁縫</div>,さいほう,[0],<div>[名•自動3]裁缝，缝纫，针线活</div>,△裁縫箱/缝纫盒,針仕事（はりしごと）③[名]针线活，裁缝,"",[sound:裁縫.mp3]
<div>歳末</div>,さいまつ,[0],[名]年底，年末,△歳末セール/年末大甩卖,年末(ねんまつ）[0][名]年末,"",[sound:歳末.mp3]
<div>材木</div>,ざいもく,[0],[名]木材,"",木材（もくざい)②[0][名]木材<div>木っ端を拾って材木を流す。/捡了芝麻丢了西瓜，本末颠倒。<br></div>,"",[sound:材木.mp3]
<div>材料</div>,ざいりょう,③,[名]材料;素材,<div>△昔話を小説の材料とする。/以古老传说</div><div>为小说素材。</div>,"","",[sound:材料.mp3]
<div>siren</div>,サイレン,①,[名]汽笛，警笛,△サイレンを鳴らす。/鸣警笛。,"","",[sound:サイレン.mp3]
<div>囀る</div>,さえずる,③,<div>[自動1](小鸟）婉转啼鸣；叽叽喳喳，喋喋不休</div>,△雀がさえずる。/麻雀叽叽啥喳叫。,"","",[sound:6C13D79A3D285C6E849070652D8AEC23.mp3]
<div>境</div>,さかい,②,<div>[名]界限，边界，分水岭；紧要关头，分界线</div>,△生死の境/生死关头,<div>ボーダー（border）①[名]边缘，边沿；边</div><div>界，边境</div>,"",[sound:baidu-81bb4afc-d2016655-123f539e-2f5fce20-25dc3198.mp3]
<div>逆さ</div>,さかさ,[0],[名•ナ形]相反，颠倒,△逆さに貼る。/反过来貼。,"","",[sound:逆さ.mp3]
<div>逆様</div>,さかさま,[0],<div>[名•ナ形](顺序、位置）颠倒，相反</div>,△逆様になる。/颠倒了。,"","",[sound:逆様.mp3]
<div>逆立ち</div>,さかだち,[0],[名•自動3]倒立，颠倒,△逆立ちして歩く。/倒立著走。,"","",[sound:逆立ち.mp3]
<div>遡る</div>,さかのぼる,④,<div><div>[自動1]逆流而上；追溯，回溯</div></div>,<div>△船で川を遡る。/乘船逆流而上。</div><div>△中古時代に遡る。/追溯到中古时代。</div>,"","",[sound:baidu-f067ae79-70be6a3e-8b319f0e-87555ecd-28d42cd2.mp3]
<div>酒場</div>,さかば,[0]③,[名]酒馆，酒吧,△酒場を経営する。/开酒馆。,"","",[sound:酒場.mp3]
<div>逆らう</div>,さからう,③,<div>[自動1]相逆，违背;反抗，忤逆</div>,<div>△流れに逆らう。/逆流，违背潮流。</div><div>△上司に逆らって首になった。/违抗上司，丢了饭碗。</div>,"","",[sound:逆らう.mp3]
<div>盛り&nbsp;</div>,さかり,[0],<div>[名]鼎盛时期，最佳状态;壮年</div>,△人生の盛り/人生最绚烂的时期&nbsp;,"","",[sound:盛り.mp3]
<div>〜盛り</div>,〜ざかり,"",[接尾]鼎盛期,<div>△花盛り/花季，花开的最美丽时分</div><div>△働き盛り/壮年.能力旺盛的时期</div>
<div>裂く</div>,さく,①,[他動1]撕破.撕裂;分离，离间,△仲を裂く。/挑拨离间。,<div>割く（さく）①[他動1]分出，腾出</div>,"",[sound:裂く.mp3]
<div>昨〜</div>,さく〜,"","[接頭]之前,上个",△昨日/昨天
<div>索引</div>,さくいん,[0],&nbsp;[名]索引,△五十音順の索引/按五十音顺序的索引,<div>インデックス（index)③[名]索弓丨，目录;指标</div>,"",[sound:索引.mp3]
<div>削減</div>,さくげん,[0],&nbsp;[名•他動3]削减•减少,△経费を削減する。/削滅经费.&nbsp;,"","",[sound:削減.mp3]
<div>削除</div>,さくじょ,①,"[名•他動3]删除,删去",<div>△名簿から名前を削除する。/从名单中删除名字。</div>,"","",[sound:削除.mp3]
<div>作物</div>,さくぶつ,②,"[名]农作物,庄稼","",<div>△農作物（のうさくぶつ）④[名]农作物</div><div><div>△貨物（かもつ）①[名]货物</div><div>△書物（しょもつ）①[名]书籍，图书</div></div>,"",[sound:作物.mp3]
<div>桜並木</div>,さくらなみき,④,<div>[名]种在路两旁的櫻花树</div>,<div>△桜並木の满開の下に/道路两旁盛开的櫻花树下</div>,"","",[sound:baidu-b81d2c35-4a4db502-6243ae69-68a3f9e9-6b991684.mp3]
<div>探る</div>,さぐる,[0]②,<div>[他動1](用手）摸;试探；调査</div>,△亊件の原因を探る。/调查事件的原因。,"<div>探す（さがす）[0] [他動1]寻求，寻找；搜寻<span class=""Apple-tab-span"" style=""white-space: pre""> </span>的下落</div>","",[sound:探る.mp3]
<div>叫び</div>,さけび,③,[名]叫喊，喊声，呼声,△魂の叫び/灵魂的呼声,<div>叫ぶ（さけぶ)②[自他動1]叫喊.大声呼</div><div>喊;强烈主张，极カ呼吁</div>,"",[sound:叫び.mp3]
<div>叫ぶ</div>,さけぶ,②,[自他動1]喊叫；呼吁，主张,<div>△大声で叫ぶ。/大喊大叫。</div><div>△原発廃止を叫ぶ。/呼吁废除核能发电。</div>,"","",[sound:叫ぶ.mp3]
<div>ささやか</div>,ささやか,②,[ナ形]小的，细微的,△ささやかな幸せ/小小的幸福,"","",[sound:baidu-9c4857a9-cb83efc7-e6473401-f64224a8-efd7f1e7.mp3]
<div>囁く</div>,ささやく,③[0],<div>[他動1]小声说话.耳语;私下议论</div>,△耳元で囁く。/咬耳朵，在耳边低声说话。,"","",[sound:囁く.mp3]
<div>匙</div>,さじ,②①,[名]勺子,<div><br /></div>,<div>スプーン（spoon）②[名]勺子（多指金属</div><div>勺）</div><div>匙を投げる。/束手无策，<br></div>,"",[sound:匙.mp3]
<div>座敷</div>,ざしき,③,<div>[名](日本式）房间;酒席，宴席</div>,<div>△お客様を座敷に通す。/将客人带到客厅。</div><div>△座敷を盛り上げる。/搞活酒宴气氛。</div>,"","",[sound:座敷.mp3]
<div>差し出す</div>,さしだす,③[0],<div>[他動1]伸出；提交;寄出</div>,<div>△書類を差し出す。/提交文件。</div><div>△手紙を差し出す。/寄信。&nbsp;</div>,"","",[sound:差し出す.mp3]
<div>差し支え</div>,さしつかえ,[0],"[名]妨碍,不便",△差し支えがなければ…/如果方便的话……,"<div>差し支える（さしつかえる）[0]⑤[自動2]</div><div>有妨碍,不方便</div>","",[sound:差し支え.mp3]
<div>差し伸べる</div>,さしのべる,④[0]&nbsp;,[他動2]伸出,△援助の手を差し伸べる。/伸出援助之手。,"","",[sound:差し伸べる.mp3]
<div>差し引く</div>,さしひく,[0]③,"<div>[他動1]扣除,抵消</div>",△手数料を差し引く。/扣除手续费。,"","",[sound:差し引く.mp3]
<div>些少</div>,さしょう,[0],[名•ナ形]些许，少许,<div>△些少ながらお納めください。/虽然只有些许但敬请笑纳。</div>,"","",[sound:些少.mp3]
<div>刺す</div>,さす,①,"[他動1]刺,戳，穿",△胸を刺す。/刺痛内心。,"","",[sound:刺す.mp3]
<div>注す</div>,さす,①,"[他動1]加人,注人",△コップに水を注す。/往杯里倒水。,<div>注ぐ（そそぐ）[0]②[他動1]倾注，贯汴；浇，灌进</div>,"",[sound:注す.mp3]
<div>さすが</div>,さすが,[0],"<div>[副•ナ形]真不愧是<span class=""Apple-tab-span"" style=""white-space: pre""> </span>到底是……，还是……</div>",△さすが本場の味だ。/不愧是正宗的味道。<div>△さすがの元オリンビックチャンビオンも年齢には勝てなかった。/前奥林匹克冠军也到<div>底敌不过衰老。</div></div>,"","",[sound:baidu-dd351e40-47f6cff5-515b1187-65a3514a-f416d11f.mp3]
<div><div>さぞ</div></div>,さぞ,①,[副]想必····吧，一定···吧,<div>△さぞがっかりしただろう。/想必一定很失望吧。</div>,<div>さぞかし①[副]加强「さぞ」的语气，想</div><div>必……，一定……&nbsp;</div>,"",[sound:baidu-ea618575-ee1b676b-bff73bcf-ce838087-a8cbb7b9.mp3]
<div>誘う</div>,さそう,[0],[他動1]邀请;引发,<div>△友だちをパーティーに誘う。/遨请朋友来派对。</div>,"","",[sound:baidu-46b3fba0-33a48226-e2852a31-d0a0c645-dad39792.mp3]
<div>撮影</div>,さつえい,[0],[名•他動3]拍摄，摄影,△ビデオを撮影する。/拍录像。,"","",[sound:撮影.mp3]
<div>雑音</div>,ざつおん,[0],&nbsp;[名]杂音，噪声,△ラジオに雑音が多い。/收音机杂音多。,<div>騒音（そうおん）[0][名]噪声，嘈杂不清的声音</div>,"",[sound:baidu-ac156383-d751426c-e3ec39fe-66231eac-a677214f.mp3]
<div>錯覚</div>,さっかく,[0],[名•自動3]错觉，误认为,△錯覚に陥る。/陷入错觉。,"","",[sound:錯覚.mp3]
<div>作曲</div>,さっきょく,[0],<div>[名•自他動3]作曲，谱曲</div>,△作曲家/作曲家,"<div>作詞（さくし）<font face=""Helvetica Neue"" size=""3""><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);"">[0]</span></font>[名•自他動3]作词，为乐曲填词</div>","",[sound:作曲.mp3]
<div>殺人</div>,さつじん,[0],[名]杀人,△殺人事件/杀人案件,<div>人殺し（ひとごろし）[0]⑤[名]杀人；杀</div><div>人犯</div>,"",[sound:殺人.mp3]
雑談,ざつだん,[0],[名•自動3]闲谈，闲聊,△雑談を交わす。/(众人）闲聊。,"","",[sound:baidu-65dd0c6b-28be9f9d-5476347d-edd81aae-794294ce.mp3]
差別,さべつ,①,"[名•他動3]区分,差异;歧视&nbsp;",△人種差別/种族歧视&nbsp;,"","",[sound:差別.mp3]
<div>さっと</div>,さっと,①[0],<div>[副]突然，（风雨）突然来到的样子;迅速，一下子</div>,△雨がさっと降る。/突然下起雨来。,"","",[sound:さっと.mp3]
<div>さっぱり</div>,さっぱり,③,<div>[副•自動3]清爽；爽快，豪爽；（后接否定）完全</div>,<div>△さっぱりわからない。/完全不懂。</div>,"","",[sound:さっぱり.mp3]
<div>survival</div>,サバイバル,②,[名]幸存，残存,△サパイパルゲーム/生存游戏,<div>生き残り（いきのこり）[0][名]保住性命，幸存</div>,"",[sound:サバイバル.mp3]
<div>砂漠</div>,さばく,[0],[名]沙漠,△サハラ砂漠/撒哈拉大沙漠,"",砂漠の舟/沙漠之舟，骆驼,[sound:砂漠.mp3]
<div>銪</div>,さび,②,[名]锈;恶果，恶报,<div>△錆がつく。/生锈。</div><div>△錆を落とす。/除锈。</div>,"",身から出た錆/咎由自取，自作自受,[sound:baidu-697a0448-0e0e27ad-9116f62d-ba722791-b9220b8b.mp3]
<div>銪びる</div>,さびる,②,[自動2]生锈，长锈,"","","",[sound:baidu-5ef9bed8-f317f980-89a88a55-a2fb2173-cff52aec.mp3]
<div>座布団</div>,ざぶとん,②,[名]坐垫,△座布団を敖く。/铺上坐垫。,<div>クッション（cushion)①[名]寒塑；椅子的</div><div>弹性;缓冲物</div>,"",[sound:座布団.mp3]
<div>supplement</div>,サプリメント,①,<div>[名]背养剂，补品；附录，增刊</div>,△美容サプリメント/美容补品&nbsp;,"","",[sound:baidu-63688afc-8cb6cb77-d0b07733-5f26ef7c-95da5f73.mp3]
<div>作法</div>,さほう,①,[名]礼节，礼法,△礼儀作法/行为礼仪,<div>不作法(ぶさほう)②[名•ナ形]没教养，没礼貌&nbsp;</div>,"",[sound:作法.mp3]
<div>妨げる</div>,さまたげる,④,"[他動2]妨碍,阻挠",△交通を妨げる。/妨碍交通。,"<div>妨害（ぼうがい)[0][名•他動3]妨碍,阻挠,</div><div>干扰</div>","",[sound:妨げる.mp3]
<div>覚める</div>,さめる,②,"[自動2]醒过来,清解",△目が覚める。/睁开眼。,<div>冷める（さめる）②[自動2]变凉，变冷;</div><div>热情减退</div>,"",[sound:覚める.mp3]
<div>左右</div>,さゆう,①,[名•他動3]左右;影响，支配,△誰にも左右されない。/不被任何人所左右。,"","",[sound:左右.mp3]
<div>さらさら</div>,さらさら,①,<div>[副•自動3]沙沙声;流畅地;哗啦啦;干燥</div>,<div>△さらさらと書く。/流畅地书写。</div><div>△髪がさらさらした。/头发干爽。</div>,"","",[sound:さらさら.mp3]
<div>ざらざら</div>,ざらざら,①,[副•ナ形•自動3]粗糙，不光滑,<div>△手がざらざらに荒れる。/手部皮肤干燥.手粗糙。</div>,<div>すべすべ[0][副•ナ形•自動3]光滑，滑溜</div><div>溜的</div>,"",[sound:ざらざら.mp3]
<div>去る</div>,さる,①,<div>[自他動1](自）离开；消失；(他）消除;疏远</div>,△現場を去る。/离开现场。,"","",[sound:去る.mp3]
<div>騒がしい</div>,さわがしい,④,<div>[イ形]吵闹；骚动； 繁忙</div>,<div>△教室が騒がしい。/教室里很吵。</div><div>△国際状況が騒がしい。/国际形势不稳。</div>,"","",[sound:騒がしい.mp3]
〜触 ,〜ざわり,"",[接尾]触感.感觉&nbsp;,<div>△手触り/手感</div><div>△歯触り/口感，嚼头</div>
<div>残酷</div>,ざんこく,[0],"[名•ナ形]残忍,残酷",△残酷を極める。/残忍至极。,"","",[sound:残酷.mp3]
<div>さんざん</div>,さんざん,[0],"<div>[ナ形•副]狼狈不堪，凄惨的；严重地,厉害地</div>",<div>△さんざんな目に遭う。/遣遇凄惨。</div><div>△さんざん叱られた。/被很狠批评了一顿。</div>,"","",[sound:さんざん.mp3]
<div>残暑</div>,ざんしょ,①,[名]秋老虎,△残暑が厳しい。/秋老虎很厉害。,<div>余寒（よかん）[0] [名]残寒，（立春后的）春寒</div>,"",[sound:残暑.mp3]
<div>賛成</div>,さんせい,[0],&nbsp;[名•自動3]赞成，同意,△提案に賛成する。/赞同提案。,酸性（さんせい）[0][名]酸性,"",[sound:賛成.mp3]
<div>酸性</div>,さんせい,[0],[名]酸性,△酸性雨/酸雨,<div>△塩基性（えんきせい)[0] [名]碱性</div><div>△アルカリ性（アルカリせい)[0] [名]碱性</div>,"",[sound:酸性.mp3]
<div>山腹</div>,さんぷく,[0],[名]山腰,△山腹で一休みする。/在山腰处休息一下。,"","",[sound:山腹.mp3]
<div>山林</div>,さんりん,[0],<div>[名]山林</div>,△山林地帯/山林地带,"","",[sound:山林.mp3]
<div>seal</div>,シール,①,<div>[名•自動3]密封条；封印;贴纸</div>,△シ一ルを貼る。/贴封条。&nbsp;,"","",[sound:シール.mp3]
仕方がない,しかたがない,"",[連語]没办法,△後悔しても仕方がない。/后悔也没用了,"","",[sound:baidu-f98cab78-bdfd8091-baf82bf6-bd2e8aed-29ffcabb.mp3]
<div><div>直に</div></div>,じかに,①,"[副]直接,亲自",<div>△説に直に着る。/贴身穿。</div><div>△直に頼む。/当面请求。</div>,<div>△直に（じきに）[0] [副]立刻，马上</div><div>△直ちに（ただちに）①[副]马上;直接</div>,"",[sound:直に.mp3]
<div>〜式</div>,〜しき,"",[接尾]仪式,△結婚式/婚礼
<div>じきに</div>,じきに,[0],[副]立刻，马上,△じきに戻る。/马上回来。,"","",[sound:baidu-d3c632a8-a3786e40-0ed08919-4c1099e0-fd879277.mp3]
<div>至急</div>,しきゅう,[0],[名•副]火急，火速,△至急お願いします。/请尽快。,"","",[sound:至急.mp3]
<div>しきりに</div>,しきりに,[0],[副]屡次，频繁地,△しきりに注意される。/屡次被提醒。,"","",[sound:baidu-d7349e5a-295c24ea-3a34237d-921dc2b6-f32a875a.mp3]
<div>嗜好</div>,しこう,[0],[名•他動3]嗜好，爱好,△日本酒を嗜好する。/爱喝日本酒，,"","",[sound:嗜好.mp3]
<div>試作品</div>,しさくひん,[0],[名]试制品,<div>△試作品を作る。/制作试制品。</div>,"","",[sound:baidu-1e4bc94e-e74dd623-a2eb642d-788df606-c953ff46.mp3]
<div>指示</div>,しじ,①,"[名•他動3]指示,指令;命令",△指示に従う。/遵照指示（行动）。,"","",[sound:指示.mp3]
<div>試乗</div>,しじょう,[0],&nbsp;[名•自動3]试乘，试车,△新車に試乗する。/试乘新车。,"","",[sound:試乗.mp3]
<div>system</div>,システム,①,[名]组织;体系，系统,△オンラインシステム/联网系统&nbsp;,"","",[sound:システム.mp3]
<div>静まる</div>,しずまる,③,<div>[自動1]平静；平息，平定</div>,<div>△騒音が静まる。/嗓声消失，安静下来。</div><div>△気が静まる。/心情平静下来。</div>,"","",[sound:静まる.mp3]
<div>静める/鎮める</div>,しずめる,③,<div>[他動2]平息;平静;镇定</div>,<div>△動乱を鎮める。/平息动乱。</div><div>△心を静める。/静下心，平静心情。&nbsp;</div>,"","",[sound:静める.mp3]
<div>沈める</div>,しずめる,[0],<div>[他動2]使……下沉;沦陷</div>,<div>△船を沈める。/使船下沉。</div><div>△苦界に身を沈める。/身陷苦海。</div>,<div>浮かべる（うかべる）[0][自他動2]使……浮起;想起;能浮起&nbsp;</div>,"",[sound:沈める.mp3]
<div>施設</div>,しせつ,①②,"[名•他動3]设施,设备",△公共施設/公共设施,"","",[sound:施設.mp3]
<div>視線</div>,しせん,[0],&nbsp;[名]视线,△視線をそらす。/转移视线。,目線（めせん）[0][名]视线；眼光,"",[sound:視線.mp3]
<div>事前</div>,じぜん,[0]&nbsp;,[名]事先,△事前に予告しておく。/事先做好预告。,"<div>△予め（あらかじめ）[0][副]预先,事先</div><div>△前もって（まえもって）③[副]事先,预先</div><div>事後（じご)①[名]事后</div>","",[sound:事前.mp3]
<div>思想</div>,しそう,[0],[名]思想，想法;认识，见解,<div>△誤った思想/错误的想法</div><div>△仏教思想/佛教思想&nbsp;</div>,"","",[sound:思想.mp3]
<div>時速</div>,じそく,①[0],[名]时速,△時速を上げる。/提高时速。,"","",[sound:時速.mp3]
<div>四則算</div>,しそくざん,③,<div>[名]四则运算，加、减，乘、除四种运算的总称&nbsp;</div>,<div>△四則算で問題を解く。/运用四则运算解答问題。</div>,<div>△足し算（たしざん) &nbsp; ②[名•他動3]加法</div><div>△引き算（ひきざん）②[名•他動3]减法</div><div>△掛け算（かけざん）②[名•他動3]乘法</div><div>△割り算（わりざん）②[名•他動3]除法</div>,"",[sound:baidu-26419f31-db46a54d-2ee2ff46-3fdf4dcd-c47ff775.mp3]
<div>子孫</div>,しそん,①,"[名]子孙，后代,后裔",△子孫に伝える。/传承给后代。,"","",[sound:子孫.mp3]
<div>死体</div>,したい,[0],[名]尸体,△死体遺棄/尸体遗弃,<div>生体（せいたい）[0] [名]生物体；活着的</div><div>躯体</div>,"",[sound:死体.mp3]
<div>次第</div>,しだい,[0],&nbsp;[名]顺序;情况，缘由,△事の次第を話す。/讲述事情的来龙去脉。,"",<div>△地獄の沙汰も金次第。/有钱能使鬼</div><div>推磨。</div>,[sound:次第.mp3]
<div>事態</div>,じたい,①,[名]事态，局势,△事態の推移を見守る。/观察事态的变迁。,<div>自体（じたい）①[名]自己的身体;本身，</div><div>自身</div>,"",[sound:事態.mp3]
<div>辞退</div>,じたい,[0],&nbsp;[名•他動3]谢绝,△出場を辞退する。/拒绝出席。,"","",[sound:辞退.mp3]
<div>次第に</div>,しだいに,[0],&nbsp;[副]渐渐•缓缓地,<div>△次第に冬が近づく。/冬天的脚步漸近。</div>,"","",[sound:次第に.mp3]
<div>下書き</div>,したがき,[0],"<div>[名•他動3]草稿；草案,计划;打底稿</div>",△手紙の下書きをする。/写信的草稿。,"","",[sound:下書き.mp3]
<div>従って</div>,したがって,[0]③,"<div>[接]因此，因而,从而</div>",<div>△当方に過失はない。従って、賠償などす</div><div>るつもりはない。/我方没有什么过失。因此，我不会做任何赔偿。</div>,"","",[sound:従って.mp3]
<div>支度</div>,したく,[0]&nbsp;,[名•自他動3]准备,△朝食の支度をする。/准备早饭。,"","",[sound:支度.mp3]
<div>自宅</div>,じたく,[0],[名]私宅，自己的房子,△自宅から通勤する。/从自己家去上班。&nbsp;,"","",[sound:自宅.mp3]
<div>下町</div>,したまち,[0],[名]平民居住区,<div>△下町育ち/在平民区长大</div><div>△下町言葉/居住在平民区的人们使用的语言</div>,"","",[sound:下町.mp3]
<div>下回る</div>,したまわる,[0]④,"<div>[自動1]低于,在……以下</div>",△予想を下回る結果/不如预想的结果,"<div>上回る（うわまわる）④[0][自動1]超出,</div><div>超过&nbsp;</div>","",[sound:下回る.mp3]
<div>自治</div>,じち,①,[名]自治，自己处理,△自治制/自治制度,"","",[sound:自治.mp3]
<div>視聴</div>,しちょう,[0],<div>[名.他動3]收看；瞩目，关注</div>,△デジタル放送を視聴する。/收看数字电视。&nbsp;,"","",[sound:視聴.mp3]
<div>市町村</div>,しちょうそん,②,[名]市、町和村,<div>△市町村組合/市町村工会&nbsp;</div>,"","",[sound:市町村.mp3]
<div>〜質</div>,〜しつ,"",[接尾]性质，本质,△神経質/神经质
<div>実家</div>,じっか,[0],[名]父母家，娘家,△実家に帰る。/回老家，回娘家。,"","",[sound:実家.mp3]
じっくり,じっくり,③,"[副]不紧不慢地,不慌不忙地",△じっくりと考える。/慢慢想，好好考虑。&nbsp;,"","",[sound:じっくり.mp3]
<div>湿気</div>,しっけ,[0]③,[名]湿气，潮气,△湿気を防ぐ。/防潮。,"","",[sound:湿気.mp3]
<div>躾ける</div>,しつける,③,<div>[他動2]做惯……，习惯;教育，教养</div>,△子どもを厳しく躾ける。/严格教育孩子。,"躾（しつけ）[0][名](对孩子的）教育,教养","",[sound:baidu-85f6bd7b-711d1bcc-51285773-0cbb93e6-a6b4f762.mp3]
<div>しつこい</div>,しつこい,③,"[イ形]浓烈的,纠缠不休的",<div>△しつこい香水の匂い/浓烈的香水味</div><div>△しつこく言う。/喋喋不休地说。</div>,"","",[sound:しつこい.mp3]
<div>実施</div>,じっし,[0],[名•他動3]实施.实际执行,△計画を実施する。/实施计划。,"<div>実行（じっこう）[0][名•他動3]实行,付诸实践</div>","",[sound:実施.mp3]
<div>実践</div>,じっせん,[0],[名•他動3]实践,△進んで実践する。/积极地实践。,"","",[sound:実践.mp3]
<div>実践的</div>,じっせんてき,[0],<div>&nbsp;[ナ形]实践性的，付诸具体行动的</div>,△実践的な経験を積む。/积累实际经验。,<div>理論的（りろんてき）[0] [ナ形]基于理论</div><div>的，理论上</div>,"",[sound:baidu-e64fd42c-138874fd-591b231c-b243019f-0919c1dd.mp3]
<div>質素</div>,しっそ,①,[名•ナ形]简单，朴素,△質素な生活/简朴的生活,"","",[sound:質素.mp3]
<div><div>実態</div></div>,じったい,[0],[名]实态，实际情况,△実態を明らかにする。/弄清实际情况。,実体（じったい）[0][名]实体，本质,"",[sound:実態.mp3]
<div>湿度</div>,しつど,①②,[名]湿度,△湿度の高い地域/湿度高的地区,"","",[sound:湿度.mp3]
<div>しっとリ</div>,しっとリ,③,[副.自動3]湿润的,△露にしっとり浦れる。/被露水打湿。&nbsp;,"","",[sound:しっとり.mp3]
<div>執筆</div>,しっぴつ,[0],<div>[名.自他動3]执笔，写文章</div>,△論文を執筆する。/写论文。,"","",[sound:執筆.mp3]
<div>実物</div>,じつぶつ,[0],[名]实物,<div>△実物を見てから判断する。/见过实物之后再判断。</div>,現物（げんぶつ）[0][名]实物.现货&nbsp;,"",[sound:実物.mp3]
<div>実用</div>,じつよう,[0],[名]实用,△実用性/实用性,"","",[sound:実用.mp3]
<div>実例</div>,じつれい,[0],"[名]实例,实际的例子",<div>△実例を挙げて説得する。/举实例来说服。</div>,"","",[sound:実例.mp3]
<div>私鉄</div>,してつ,[0],&nbsp;[名]私铁，民营铁路,"",国鉄（こくてつ）[0][名]国铁，（日本）国有铁路的简称<br>,"",[sound:私鉄.mp3]
<div>時点</div>,じてん,①[0],[名]时间点,<div>△あの時点ではまだ何も知らなかった。/那个时候尚ー无所知。&nbsp;</div>,"","",[sound:時点.mp3]
<div>しとしと</div>,しとしと,①②,<div>[副](雨）淅淅沥沥地.静静地落下</div>,<div>△雨がしとしと降っている。/雨淅淅沥沥地下着。</div>,"","",[sound:しとしと.mp3]
<div>支配</div>,しはい,①,<div>[名•他動3]支配，统治；制约，左右</div>,<div>△感に支配される。/为情感所左右，受感情支配。&nbsp;</div>,"","",[sound:支配.mp3]
